episode,length,reward
1003,98.0,14.0
1004,233.0,20.0
1005,194.0,17.0
1006,215.0,20.0
1007,297.0,22.0
1008,274.0,22.0
1009,241.0,20.0
1010,234.0,23.0
1011,244.0,23.0
1012,405.0,44.0
1013,184.0,16.0
1014,244.0,21.0
1015,222.0,21.0
1016,246.0,27.0
1017,96.0,10.0
1018,234.0,22.0
1019,258.0,23.0
1020,236.0,23.0
1021,241.0,23.0
1022,57.0,7.0
1023,222.0,23.0
1024,106.0,8.0
1025,127.0,10.0
1026,157.0,21.0
1027,214.0,8.0
1028,307.0,22.0
1029,434.0,43.0
1030,252.0,22.0
1031,275.0,19.0
1032,68.0,10.0
1033,213.0,20.0
1034,275.0,23.0
1035,244.0,22.0
1036,378.0,47.0
1037,223.0,21.0
1038,278.0,27.0
1039,309.0,22.0
1040,79.0,9.0
1041,105.0,11.0
1042,17.0,2.0
1043,27.0,3.0
1044,157.0,16.0
1045,137.0,18.0
1046,240.0,23.0
1047,206.0,22.0
1048,56.0,6.0
1049,27.0,3.0
1050,86.0,6.0
1051,57.0,6.0
1052,216.0,23.0
1053,88.0,12.0
1054,17.0,2.0
1055,59.0,9.0
1056,404.0,42.0
1057,287.0,25.0
1058,311.0,21.0
1059,174.0,21.0
1060,274.0,23.0
1061,254.0,23.0
1062,263.0,14.0
1063,196.0,23.0
1064,453.0,44.0
1065,117.0,12.0
1066,245.0,19.0
1067,498.0,51.0
1068,213.0,19.0
1069,245.0,23.0
1070,47.0,3.0
1071,327.0,27.0
1072,18.0,3.0
1073,223.0,21.0
1074,217.0,16.0
1075,443.0,39.0
1076,264.0,23.0
1077,66.0,11.0
1078,27.0,3.0
1079,17.0,2.0
1080,206.0,17.0
1081,225.0,10.0
1082,284.0,19.0
1083,243.0,19.0
1084,166.0,17.0
1085,225.0,12.0
1086,77.0,5.0
1087,37.0,1.0
1088,135.0,12.0
1089,216.0,12.0
1090,217.0,10.0
1091,273.0,17.0
1092,27.0,4.0
1093,247.0,23.0
1094,165.0,17.0
1095,263.0,18.0
1096,501.0,47.0
1097,245.0,18.0
1098,155.0,12.0
1099,306.0,37.0
1100,202.0,23.0
1101,264.0,22.0
1102,206.0,19.0
1103,285.0,21.0
1104,244.0,20.0
1105,58.0,6.0
1106,289.0,23.0
1107,164.0,8.0
1108,261.0,19.0
1109,156.0,20.0
1110,210.0,21.0
1111,254.0,23.0
1112,215.0,17.0
1113,277.0,22.0
1114,194.0,18.0
1115,228.0,23.0
1116,248.0,21.0
1117,255.0,22.0
1118,96.0,13.0
1119,364.0,44.0
1120,464.0,35.0
1121,256.0,22.0
1122,234.0,23.0
1123,238.0,22.0
1124,247.0,21.0
1125,253.0,20.0
1126,242.0,23.0
1127,333.0,19.0
1128,96.0,13.0
1129,180.0,23.0
1130,175.0,12.0
1131,254.0,23.0
1132,271.0,22.0
1133,444.0,43.0
1134,167.0,18.0
1135,38.0,7.0
1136,253.0,21.0
1137,236.0,21.0
1138,263.0,22.0
1139,176.0,20.0
1140,501.0,44.0
1141,146.0,18.0
1142,222.0,23.0
1143,194.0,23.0
1144,491.0,47.0
1145,288.0,23.0
1146,223.0,23.0
1147,56.0,5.0
1148,46.0,6.0
1149,244.0,19.0
1150,335.0,39.0
1151,257.0,21.0
1152,225.0,23.0
1153,187.0,17.0
1154,135.0,13.0
1155,262.0,21.0
1156,17.0,3.0
1157,226.0,22.0
1158,235.0,19.0
1159,288.0,34.0
1160,288.0,35.0
1161,187.0,18.0
1162,223.0,21.0
1163,27.0,4.0
1164,227.0,23.0
1165,256.0,23.0
1166,241.0,20.0
1167,165.0,20.0
1168,77.0,7.0
1169,277.0,23.0
1170,117.0,12.0
1171,434.0,47.0
1172,292.0,16.0
1173,335.0,11.0
1174,215.0,22.0
1175,247.0,28.0
1176,234.0,19.0
1177,265.0,22.0
1178,454.0,40.0
1179,265.0,20.0
1180,257.0,22.0
1181,217.0,26.0
1182,96.0,10.0
1183,214.0,15.0
1184,116.0,14.0
1185,293.0,23.0
1186,208.0,23.0
1187,321.0,19.0
1188,145.0,10.0
1189,204.0,15.0
1190,196.0,20.0
1191,126.0,5.0
1192,214.0,12.0
1193,276.0,26.0
1194,254.0,20.0
1195,96.0,3.0
1196,246.0,23.0
1197,97.0,5.0
1198,105.0,12.0
1199,86.0,4.0
1200,247.0,23.0
1201,39.0,6.0
1202,284.0,20.0
1203,352.0,20.0
1204,155.0,5.0
1205,262.0,23.0
1206,337.0,34.0
1207,357.0,39.0
1208,225.0,22.0
1209,57.0,8.0
1210,46.0,4.0
1211,243.0,5.0
1212,223.0,10.0
1213,136.0,12.0
1214,284.0,10.0
1215,175.0,12.0
1216,125.0,8.0
1217,135.0,7.0
1218,37.0,5.0
1219,255.0,20.0
1220,185.0,13.0
1221,56.0,5.0
1222,226.0,20.0
1223,105.0,4.0
1224,335.0,13.0
1225,96.0,8.0
1226,215.0,7.0
1227,97.0,8.0
1228,56.0,0.0
1229,217.0,11.0
1230,185.0,14.0
1231,206.0,6.0
1232,86.0,2.0
1233,204.0,8.0
1234,313.0,15.0
1235,405.0,30.0
1236,135.0,3.0
1237,155.0,3.0
1238,276.0,11.0
1239,266.0,15.0
1240,86.0,6.0
1241,155.0,4.0
1242,185.0,7.0
1243,97.0,7.0
1244,323.0,10.0
1245,125.0,7.0
1246,147.0,3.0
1247,105.0,10.0
1248,98.0,11.0
1249,216.0,9.0
1250,18.0,3.0
1251,206.0,14.0
1252,87.0,6.0
1253,244.0,10.0
1254,105.0,4.0
1255,86.0,9.0
1256,126.0,11.0
1257,145.0,11.0
1258,166.0,3.0
1259,305.0,17.0
1260,252.0,20.0
1261,265.0,19.0
1262,174.0,14.0
1263,214.0,11.0
1264,27.0,4.0
1265,216.0,14.0
1266,195.0,17.0
1267,106.0,8.0
1268,86.0,1.0
1269,125.0,7.0
1270,115.0,12.0
1271,156.0,6.0
1272,17.0,1.0
1273,275.0,21.0
1274,86.0,3.0
1275,274.0,9.0
1276,105.0,3.0
1277,164.0,0.0
1278,17.0,0.0
1279,155.0,6.0
1280,57.0,2.0
1281,78.0,10.0
1282,274.0,1.0
1283,96.0,5.0
1284,97.0,5.0
1285,157.0,13.0
1286,57.0,3.0
1287,263.0,10.0
1288,96.0,7.0
1289,27.0,3.0
1290,156.0,10.0
1291,86.0,9.0
1292,145.0,14.0
1293,224.0,9.0
1294,242.0,19.0
1295,204.0,10.0
1296,185.0,22.0
1297,158.0,7.0
1298,448.0,21.0
1299,215.0,19.0
1300,156.0,11.0
1301,87.0,6.0
1302,155.0,2.0
1303,341.0,19.0
1304,283.0,16.0
1305,46.0,4.0
1306,344.0,12.0
1307,29.0,5.0
1308,156.0,10.0
1309,214.0,18.0
1310,158.0,9.0
1311,284.0,16.0
1312,225.0,16.0
1313,355.0,15.0
1314,37.0,2.0
1315,343.0,14.0
1316,56.0,2.0
1317,302.0,22.0
1318,217.0,14.0
1319,145.0,8.0
1320,235.0,20.0
1321,294.0,20.0
1322,175.0,11.0
1323,147.0,11.0
1324,275.0,15.0
1325,282.0,21.0
1326,278.0,22.0
1327,246.0,23.0
1328,300.0,18.0
1329,253.0,23.0
1330,251.0,22.0
1331,317.0,33.0
1332,255.0,23.0
1333,225.0,20.0
1334,88.0,11.0
1335,222.0,19.0
1336,213.0,20.0
1337,357.0,23.0
1338,284.0,22.0
1339,310.0,23.0
1340,197.0,12.0
1341,86.0,8.0
1342,37.0,4.0
1343,145.0,15.0
1344,194.0,16.0
1345,240.0,23.0
1346,207.0,15.0
1347,138.0,12.0
1348,292.0,19.0
1349,413.0,46.0
1350,432.0,47.0
1351,231.0,23.0
1352,501.0,47.0
1353,172.0,22.0
1354,272.0,21.0
1355,147.0,18.0
1356,47.0,4.0
1357,335.0,31.0
1358,267.0,22.0
1359,157.0,20.0
1360,105.0,11.0
1361,27.0,2.0
